bus_id,stop_id,stop_name,arrival_time,departure_time,traffic_delay,signal_delay,total_delay,previous_delay,passengers,dwell_time,congestion_level,traffic_factor,distance_to_next_stop,num_signals,bus_frequency_per_hour,headway,headway_change_rate,demand_level,bunching_label,passenger_load,bus_capacity,waiting_passengers,boarding_time,overcrowding_flag,passenger_wait_time
B6,S5,Shivajinagar,15.300219150064542,20.713372140324545,6.625753182384223,2.881296494659714,9.022524151275146,23.831740087956593,81,5.310552465312679,Low,1.579438917278468,2.6969828128263202,1,4.844670040073392,9.64562429306105,0.871791281356967,Medium,0,31,60,29,4.614981663893213,False,14.47290186813589
B10,S2,Whitefield,0.6042680899369901,6.176541527420387,5.426908731344807,1.2127321140131724,7.187612637086953,6.300597904689261,29,6.442158804462523,High,1.4383859819249383,4.236138200961367,3,5.290028609620172,11.871991056135386,3.0005440795137144,Low,0,54,60,26,1.134067746595926,False,10.06738003796766
B8,S2,Koramangala,28.739636018358624,30.96623310988522,8.045989251117714,1.745237546004146,9.871226570020454,19.156509726324025,36,7.058417920661373,Medium,1.6569044272220208,3.943741567749782,0,9.79706814900722,13.03135141806074,-2.955165388041765,Medium,0,10,60,22,4.289108981292278,False,12.741863343474034
B3,S2,Whitefield,1.1013434627485075,7.154452871213794,0.7592952419204417,3.079863674260328,4.346286344738399,9.341885920702584,57,4.48530048716101,High,1.7354917386335234,3.300833172251204,3,5.485036771418824,4.876214250239757,-4.301081881120523,Low,0,32,60,23,3.353247752049425,True,14.804390994750015
B3,S2,Shivajinagar,20.32807019562678,24.61121424801081,5.496076130729305,3.617167016255991,8.931016079510824,14.154676522788387,47,6.342916783457228,Low,1.2923229659980602,1.426237921871072,3,4.247501940830383,8.748159396028196,-4.477544162991721,Medium,1,31,60,26,1.6378474044315146,False,1.20945677558821
B9,S4,Electronics City,55.54510158331833,65.93459468557623,6.7126816005426635,1.916321181310229,8.313382213732543,3.984149903071562,56,7.852429309072086,Medium,1.165775773574159,2.025950092828617,2,4.094415882241266,6.8550747353148695,1.61382077844989,Medium,0,70,60,37,2.5717377905376826,False,5.942066513605708
B10,S5,Whitefield,58.79916643722656,72.26733385534999,9.700403841524754,0.5,10.894080022530618,11.095563143756452,58,10.005838775738088,Medium,0.9426230941714847,1.0597998844169556,3,5.469721050195736,12.02669590191393,3.110153749320693,High,1,59,60,22,3.56271741553619,True,12.412889285919098
B9,S3,Shivajinagar,30.226406623478045,40.62377652793463,7.888633028517031,2.322867666763918,9.79973938685246,17.068423281090674,43,4.093461730849478,Low,1.2397922949933962,3.2382993678234935,2,9.869952858670285,12.012248047108057,1.4374853244292325,Low,0,30,60,28,1.6851362854913567,False,9.387390551438534
B7,S1,Electronics City,22.334717711164284,33.7033556197665,0.61,0.5,1.8574114499461634,17.227135130638533,55,5.885771096812109,High,1.6080697748358022,4.565130659311002,3,5.10424620892868,7.255189838783172,2.1704793870710475,Medium,1,49,60,36,4.0732728164723975,True,9.025873642544848
B10,S4,Shivajinagar,2.49575737538817,4.796196065469468,1.1326590681363844,1.6595987985748795,3.2017853359216137,11.920557788670779,46,7.853000028176646,Medium,1.7050775880194584,2.886160506352661,0,5.583765124791226,14.426205898316997,-1.328671646897349,High,0,33,60,35,3.222233659389898,True,8.446749756338235
B3,S4,Marathahalli,59.97031138251099,72.82829216350919,3.139988171888686,1.8267380552565569,4.806737962469731,0.09505428380267314,31,5.529199733945536,Medium,1.5438775421124173,1.3309403322489644,3,8.062607658144188,6.188090954667935,-4.202614425705386,Low,0,23,60,11,1.7140822605156387,False,7.162078261137855
B10,S3,Marathahalli,15.078461228529408,19.239068207043097,8.537536135842121,1.1779574566049358,10.097212683141795,7.126157938094331,67,9.975921828404923,Medium,1.8289823044834643,1.0007407811817712,1,8.425618576206531,10.596909122213052,-3.2242799736838235,Medium,0,70,60,9,2.6840520371048813,True,14.308564846400463
B7,S3,Electronics City,34.76965096741567,45.4163781498041,3.6462250251604127,2.746015199520106,6.352306759038256,18.520094143958065,42,2.6778486387354277,High,0.8401015936460714,4.2632834041011805,1,5.950797570401587,9.182213904975292,3.1873799045465194,Low,1,14,60,20,2.181383683100143,False,3.4661547750400405
B3,S1,Shivajinagar,22.111059470302852,24.812666368858945,6.946703343666812,3.2188729472537787,10.034682908459457,0.9794324813241257,94,3.388360357446541,Medium,1.3151856103611634,4.864224531060795,2,8.495417983614804,14.299816422181916,0.9159932291673964,High,1,70,60,30,3.525053674102723,False,14.788201925590428
B2,S5,Shivajinagar,57.56279126321685,62.26822121668345,6.900838661051761,3.2736559278633464,9.804357443410732,26.39296386977142,48,6.334087704711364,Low,1.0698761668764887,3.23253663251286,3,7.716107835617794,6.553473040801718,-4.990569574725097,High,1,35,60,44,4.56695267629598,False,8.349077179408546
B2,S2,Koramangala,11.263684529896418,23.939287173445827,4.663719113890488,3.0399755735394476,7.402201718040856,18.529879887791907,51,5.294145793048313,Medium,1.8528494246496696,3.9716348798148897,3,8.910415884986941,14.894118725367488,-3.0782726678555106,Medium,0,70,60,23,0.7557825682057481,True,9.238069789829947
B9,S4,Shivajinagar,25.00494363744319,36.849786074368694,0.61,1.2698718060424339,1.5313494553627225,4.9151472750866265,64,5.401111037278075,Medium,1.9585306648864524,2.6650439974403004,1,5.815552915984695,6.956594279777645,0.3224580714178069,High,0,20,60,36,1.6754007707326082,False,5.474653757112997
B1,S1,Koramangala,2.1449036679518785,13.302410747159204,1.4642660930890727,2.055328807346188,3.1203251431558803,22.967897040922328,48,7.092017502351604,High,1.833480094264085,1.5819657889913055,3,4.093375277552296,11.105606887490774,-0.6519846623017225,Medium,0,48,60,17,0.6775337881521115,False,2.6692000894500216
B4,S2,Koramangala,28.158179781600424,42.17827641355329,11.565270916357115,3.9364048443014847,14.827782273052346,23.74547867272472,46,9.906824274215717,Low,1.814097965282602,2.9210160043446187,0,6.864928302774566,9.440575477364114,-0.1006824675513931,Low,0,21,60,0,1.0900454428242494,False,12.346574638974301
B2,S4,Whitefield,23.49999257272853,37.40119202856684,3.7081596973582074,0.9342928859049122,4.629594100819569,13.93489057990058,10,3.573189602643387,Low,1.3707447371699106,2.697585170994143,3,7.252825055837,11.58599316106633,-0.30676702956529933,Medium,1,39,60,22,2.2455433802827844,False,9.960683157020789
B4,S3,Whitefield,5.793028715864708,7.967526612426367,10.839295270598505,0.6162887208657823,11.29641696375615,0.6591786337816989,84,6.847459079450763,Low,1.915136782022971,3.8697378035130146,3,5.2087689747589625,6.576138681784942,0.2126775382406576,High,0,34,60,41,4.828899446303566,True,10.02388416484551
B8,S5,Koramangala,30.313588668100437,43.37928467888211,6.587626344210287,2.4212151030074867,9.019838443619921,5.064191271366558,82,3.811217547483485,Medium,1.6701152226771812,4.860126491639676,1,4.110738514258136,10.001693108698657,2.0679050439681443,High,0,56,60,2,2.2225743866540757,False,10.067370985691563
B3,S4,Koramangala,5.030743080268863,11.542354417667964,0.61,1.7550340662124433,2.341326375697082,11.112946364497455,45,2.043011373376123,High,1.1818102514104438,2.066813722548857,3,4.9604446329203835,12.660584212031347,4.841649594832148,Medium,0,50,60,24,0.5529429246514896,False,8.019550700334541
B7,S3,Shivajinagar,40.89156179319902,51.73298787283162,5.826975686840157,2.263864894404866,6.892799437079816,9.443982882214922,30,1.1137090734213215,Medium,1.7349127320581244,3.87613335515955,1,4.247308275710197,10.426950222709511,-4.51433346940704,Low,0,22,60,1,2.186289601410919,True,12.605018476702169
B1,S1,Koramangala,9.841843887563364,24.263574070987495,0.61,1.5630691645643053,2.2592371676661203,20.022954911141447,48,8.648133240377708,Medium,1.380846728273418,4.913077943995953,3,6.154424674258907,4.50035195619502,3.4562630011501874,High,1,53,60,14,4.586156943510747,False,13.715619765478925
B10,S4,Electronics City,17.852805680599815,31.71791881524225,2.9876890544355463,0.685004573962428,3.6176435827839364,16.89042272795291,57,9.522914338632953,Medium,1.9467456557376273,1.1145247753426113,0,5.453863638324687,8.55474608344598,-2.672697581299465,High,0,32,60,37,2.09211273789789,False,1.5311363811030974
B9,S2,Electronics City,21.028212139075674,34.192793029848815,0.61,2.281537551517503,2.373556587214183,4.325776007541245,55,6.986165077327951,Medium,1.8481678052672053,1.9085989870853077,0,6.952490232330491,9.844969148647934,-2.9874963544883038,High,1,10,60,22,3.3018171231286373,True,11.77154087577123
B6,S4,Whitefield,57.45980848853839,70.73997946550534,2.895905570124506,3.3445134171343422,7.040467910669087,11.115020507982162,74,6.330507706184922,High,0.9574585795180238,3.3660381285399303,2,4.318154626178865,6.673021055416644,2.9546192122146735,Medium,1,54,60,13,4.379378386281042,True,3.718137752659687
B5,S5,Koramangala,52.09943781902207,65.71150773275139,7.190420868305406,2.1973239681255263,9.886853664416797,19.6829328814736,31,6.4677112498286276,Medium,1.199647082436073,2.599848498335751,1,7.757076717547088,7.154753021073938,4.692491388225086,Low,0,29,60,17,3.1576534598236323,True,3.155637816413607
B7,S4,Koramangala,14.239062252233465,19.99172418701445,2.779866892522861,2.3469337465320574,5.8695393236911935,5.706673719106007,10,11.512414981321626,Medium,1.0463260094607902,2.1716229868069163,1,8.48035862320619,13.316148595059977,-1.2361150355838912,High,0,18,60,21,4.585507701857748,False,5.020131688126801
B7,S2,Whitefield,8.648139839363708,21.34389003131031,11.487248076658826,2.281134192390301,14.085713240971096,10.464060542162384,34,4.63437041054291,High,1.2731098825948943,3.7083278878044323,1,9.96263861660759,12.017923493698248,4.5249130043432455,Low,1,16,60,13,1.7127977954823377,False,9.141426639879548
B9,S5,Koramangala,31.51502788982929,46.17743381446612,0.8731552736954451,0.5,1.9582856893794889,15.956947047468022,33,9.003971264458235,Low,0.9586538273843597,3.855658336334537,1,5.767893418375003,4.550207029924049,-0.12750439654548984,Low,0,42,60,40,1.6015528356324116,False,12.88253780791329
B10,S2,Electronics City,37.657192438962355,43.84119869657952,6.838115564509243,1.4730716576907936,8.116903111954436,18.640461421019783,46,3.2838938942284805,Low,1.3550759699765593,3.4055368910749237,3,5.291323871598273,4.725217782932305,0.3182351081080519,High,1,11,60,0,2.807971711293082,True,4.829040121615899
B7,S1,Marathahalli,10.027945038815265,21.1081911204088,2.239159048762781,3.3336460338051905,5.879678229121186,26.226168832382555,10,6.830246447173609,Medium,0.8852081362671063,4.568448062764325,0,8.490378137258459,12.346735569747441,4.531110852819305,Low,0,41,60,2,0.9064335213458287,False,7.706570159444591
B6,S4,Whitefield,3.984625222363969,8.205807814388011,1.8841819600429992,0.8166354820530848,2.115075397822179,20.060037283383796,42,11.985587163340757,High,0.9911396448193502,2.7415575845120537,1,7.454315831987226,10.417248555605228,2.499869843799752,High,0,30,60,37,4.8708385713796645,False,14.415516411255044
B10,S5,Shivajinagar,42.306788798339696,55.360672373772985,6.832253099008234,1.9454353976967622,9.658526044301986,25.743014691788442,68,3.9850522173848937,Low,1.125853722402127,2.7970395677233566,2,9.136876901717724,7.158450209058577,-3.1627165965856263,High,1,14,60,10,1.9445968682351,False,13.289650350461713
B6,S4,Whitefield,35.62125716022124,45.93627978005187,4.1480304683593285,1.6437637918076802,5.7900366128388105,10.19230581655115,55,3.9624589454529047,Medium,1.3687037130934303,1.774801171142808,0,7.9678237737212,14.02381767017717,-0.9624338952165346,Medium,0,57,60,10,4.508856340374374,False,14.026686287491355
B5,S3,Electronics City,30.677744774762076,44.75573745810078,2.919635875127783,0.8697438764326755,4.202930942442129,27.489530654430393,14,6.557080095916393,Medium,1.4302426402769566,1.8333077874401589,2,7.330495608625906,12.167033206349123,-2.801170102926509,Low,0,43,60,32,4.6944606445574975,True,11.704662276190657
B1,S2,Koramangala,29.103319857357913,34.43513096718781,7.119516739131296,0.5,7.745015100969001,20.934438725894466,10,2.0680868017446574,High,1.6152721857349113,4.746751706668598,3,9.066557998720521,10.260557274996952,-1.1763540208328918,High,0,70,60,4,2.6172728554654725,False,13.348674604107782
B2,S5,Whitefield,8.351268165479222,10.395310189253532,7.060753978430719,0.9240128884932004,7.665063848986659,5.526917431374538,32,7.00208376575034,High,1.940855299996835,3.391183330891332,0,6.117264103026004,5.573667504251785,4.246336775977031,Medium,0,55,60,34,1.8885492391501264,True,1.5406324785715124
B2,S2,Whitefield,11.580899124341917,25.05654611503396,3.008626560426001,4.069488742630627,6.992473640824534,11.288139506800524,39,3.166276845239639,Low,1.116410550314587,1.2600219576432252,1,8.996650187364095,7.589522830537519,2.2783416257937166,Medium,0,43,60,25,3.929322440478766,True,1.5257849763626536
B9,S4,Electronics City,0.66927523870983,5.819509731912008,0.8567035121430102,2.904154241171524,4.2645099320511655,21.12492867462934,44,2.4226351952654572,Low,1.0124497292718877,3.5360030696639524,1,9.114192095572262,12.322079260635979,1.1051316409216003,Low,1,14,60,46,1.1529983096672232,False,6.515219705668185
B4,S1,Marathahalli,45.12737029491764,48.15605105808853,4.1112204378179875,1.6467962283446713,5.951184015720582,15.696898143499359,62,4.021259478610165,Medium,1.4693177109176743,3.605344423200822,0,7.879210592684395,6.009167806181495,2.5052398069674897,Low,0,23,60,15,3.406056610077828,False,14.276331326025133
B2,S3,Shivajinagar,29.744027718147624,41.7726175750558,7.280055014053463,0.7037076194567904,7.755788125423722,13.474413706475021,52,1.5695693153914618,Low,1.900374498822203,3.8270611274465245,2,4.5102617278364265,6.419902395866238,-4.911851667055274,Low,1,37,60,0,2.1958519234284894,True,10.403324800932587
B10,S1,Marathahalli,24.5092433329364,31.04237987389512,5.653181001911412,1.7087773333949021,7.467897924720757,10.694558247991962,39,5.099139873554872,Medium,1.4472551816337718,4.106363583933285,1,6.138294582872644,6.817659736911237,-2.453906707046941,High,0,44,60,35,1.4076498318396142,False,7.916600137100266
B2,S3,Electronics City,6.405379829664788,19.021446382862564,4.742698757777037,4.520453001867165,8.734002975706426,3.2413290799681356,33,9.689177407692187,Low,1.4899441918755696,4.559724223560392,2,6.851479159523203,13.400683190067083,-0.2863188982700251,Medium,0,42,60,14,1.0954875025404112,True,10.450652712058877
B2,S5,Shivajinagar,51.439669412013174,54.79781822762035,4.782383598897285,0.5,5.071783229818584,3.186221220946199,45,10.147420918647704,High,1.5273315198235677,4.798149748454607,1,4.6488756540231915,9.571513211406177,-4.141892282905611,Low,0,48,60,11,4.307015405288286,False,11.1773541622634
B1,S4,Marathahalli,54.613302084618724,60.566732180075604,10.446895792727496,0.5,10.597095388376314,11.793016238413797,40,7.131809789065457,High,0.8665807304814928,2.1381624410882245,3,4.479362126748165,13.410345501655533,-4.081039079228938,Medium,1,70,60,50,1.8623640671205461,False,2.847761972173701
B7,S1,Whitefield,30.86299479066121,40.516867817006336,0.61,2.7695850050146804,3.948473395349011,18.53669100019489,29,0.5,Low,1.8105992360736598,1.9200018101935994,0,7.907919383357436,6.227084020027146,3.9011513630980925,Medium,0,25,60,27,0.8667048978917444,True,7.511730388068914
B2,S2,Electronics City,28.861126788027708,36.24894994348894,2.477184502399426,2.8431691217713535,5.668383242759804,12.814681176374048,11,8.866492506813088,Low,1.5467784277451173,3.6467002428701214,1,5.920065935482381,7.7344330656593705,1.8015854675887866,Medium,0,43,60,9,2.961123317519996,False,1.456739099689323
B3,S4,Shivajinagar,24.214223546976083,35.345373400001634,1.8247244911177263,3.369611947101944,5.286765765249853,9.593454265753028,10,13.250387019112978,High,1.9113899966310417,2.515398447688756,0,9.477033149163852,5.018109904471311,2.216883912281636,Medium,0,59,60,37,2.5165791475932178,True,11.313194293063066
B10,S4,Shivajinagar,33.6671845072646,39.57011541248416,9.685975130725456,1.106791894074908,10.007831570350284,24.40178500870773,53,6.797647633355201,High,1.376320310798753,4.481643314233201,1,9.560245026034544,11.685226780893641,-2.4282286397557273,Medium,0,30,60,27,2.7768450335900132,False,8.62701315642287
B10,S3,Whitefield,40.55351332249761,55.470774152905854,7.100734507030939,1.851953692742093,8.797425321951895,26.70947949990394,29,0.6928186035012551,Low,1.9088933663531233,3.681662058635826,3,6.387271524864211,14.48317793644487,2.027828771659749,High,0,41,60,21,0.652870945998279,True,7.5232153130197865
B1,S3,Electronics City,16.37502961946228,18.40693924323225,9.567143954789902,1.410143534825774,10.255687092722779,28.140305051212483,57,7.251133942089914,High,0.9468062911545696,4.769611459027961,1,5.867001788628615,9.393938386817062,2.7274414454641214,Low,0,63,60,31,4.110299673636594,True,5.84908904351892
B4,S1,Koramangala,22.33677940859448,25.742739236902136,1.5699077852709604,1.1145254124414383,2.222073365965924,21.944336564161244,47,5.305790925628493,Medium,0.8589522726702228,2.338974127197449,2,7.194086367727773,6.94433435746387,4.115968865602742,High,1,63,60,23,0.5597084338739376,False,11.406188412297707
B3,S5,Shivajinagar,22.853107326526107,30.57276629807705,9.448741736433842,1.8809200175602108,11.450012534842193,20.968701354882693,37,8.413836525912917,Medium,1.1987718928879516,2.882178739804891,1,8.20112536498274,13.088960648488392,2.3134509518527153,High,1,54,60,30,1.9340381917978957,False,9.877078856919917
B10,S2,Shivajinagar,31.166581053265926,39.23512283131868,4.169693007827646,0.6876274926478965,4.714011481226436,24.83834727156312,57,5.961701390262049,Low,1.3271639267935962,3.984328626291572,0,6.2263884088211885,10.976507986949763,-4.818420343929212,Medium,0,51,60,30,2.7875622870830443,False,13.125802532092427
B3,S2,Electronics City,26.819177408485075,32.146981807765194,0.61,3.68679517029727,4.1140038580461065,3.5444668179969625,49,3.848536881072792,Low,1.2161120863040824,4.449617409172356,3,4.1338102293918615,10.704556346943741,-1.3216777567904359,Medium,0,44,60,11,3.9059762344386595,False,14.427833060990801
B4,S4,Whitefield,45.70831529729715,51.986561741389025,5.817281036103671,1.265795779209216,7.110782443305769,6.35631211903826,27,6.241647251049169,High,1.5469826464474756,1.8421565873513717,1,7.370088336187662,10.524240561572,-1.2768519222573484,High,1,33,60,27,3.757112494837355,True,12.138123497120572
B6,S2,Whitefield,5.439725310560299,16.113908082792413,7.276048389428487,0.528987655336072,7.264329354394916,6.295435362790282,51,4.053323052628972,Medium,1.4828523799947995,3.958040932628259,3,5.811034721485093,9.636765558262468,1.2096509627719234,Low,0,43,60,31,4.619628444080818,True,4.196631712306346
B6,S5,Electronics City,42.62325884629789,53.2179564750322,5.188915140731069,1.5989899251298891,6.007695300622501,20.338582244627357,11,1.5104076464839782,Low,1.3125892168412525,1.4077352215304342,1,8.179282385714224,6.982653972949415,-2.0328869147131523,High,0,15,60,48,1.8427123110266104,True,12.685359305055872
B3,S3,Koramangala,31.746196059626307,45.13683976855111,0.61,1.7350769508778572,2.5767277059949727,5.207280517035055,37,3.2100524317263903,Low,1.180846799680942,4.851021389697304,1,6.07900532419447,10.552486994054268,4.709753298600601,Low,1,32,60,22,4.7860306841587335,False,6.275697854226319
B9,S5,Whitefield,49.264333383421125,58.36050559667804,6.604966474321271,0.705683639486451,6.917523252004448,18.08113263919971,31,3.770964236522956,Low,1.9192182828326025,2.057971493389914,0,4.539803673165766,10.197221147327822,-3.8623753751934817,High,1,28,60,25,1.6007570153128632,True,1.9678667014448512
B2,S3,Electronics City,53.556047383652434,63.794563449401714,2.780742572879914,2.2212103862468435,4.333648170652267,27.546777100348862,55,2.6423630639565396,Medium,0.8508019350829905,1.0447972210228165,1,4.791019706821086,11.307787206111858,-2.859475437725658,Medium,0,35,60,13,0.6039808375436612,False,14.359618181214339
B8,S4,Koramangala,48.14710472888962,59.72402111519138,4.828538812204152,1.7255047056630222,6.48307604447503,4.340838029758924,54,8.080215722453744,High,0.956778598035978,3.559722749802099,3,9.163610499161743,4.1455440711298,1.8447510187847769,Low,1,28,60,2,1.0158797461356808,True,1.3868456599830288
B3,S1,Koramangala,55.42136046131222,61.83911178206706,0.61,2.3611853297555725,3.1209983657194775,22.624408418962865,21,10.665037390813563,High,1.235754452587563,4.806414249999152,3,4.869391955844076,5.950423788749093,3.626740703318891,Low,0,39,60,25,3.4413598522297804,False,2.782469671574079
B7,S2,Marathahalli,25.731261678398308,37.591186393416955,5.8780856870680696,0.5636576330371041,6.107213578122314,22.198458678370894,50,6.189952738923685,Low,0.9668709509527155,1.87592091956623,2,4.390807008663766,8.776404557852594,-3.6477214904483612,Low,0,44,60,35,4.408081605263617,False,5.3877871079513815
B10,S2,Whitefield,43.482256508913494,50.02929844854951,7.214862290655734,0.5,7.887575470834976,10.847905156268501,43,2.5936686593688734,Low,1.534495181844631,4.151458878342176,1,8.581791493282804,11.567824236760368,-1.7718550228615673,Low,1,54,60,25,4.256612005795249,False,12.866036417063675
B10,S5,Shivajinagar,30.35899974942381,37.5413371069768,5.81784769754213,1.833268740750326,7.162643568601515,2.2156143564966455,40,4.220100180376411,High,1.9106531910346682,2.502823221521082,3,7.181485158197456,11.744942355065689,-2.3988401698460082,Medium,0,29,60,29,3.1754677217524576,False,10.579201952432356
B5,S4,Electronics City,37.64253026612173,52.37498861691381,8.720237509750733,1.9066089053279567,9.679849618657581,28.331395367293783,100,6.832743828883741,High,0.9405286778063334,2.1973871059387093,3,7.798411659190642,10.09613066276938,2.053563363554206,High,0,43,60,32,0.6123690519535904,False,14.803444229614897
B4,S4,Electronics City,18.42899701139713,32.19514261544457,0.7682572448458544,1.6635945749960932,2.687998975094077,2.472168115685629,14,9.07588912871513,Medium,1.9176923933516719,3.7333451251208554,1,7.870188007311701,13.334296505402508,-0.9836979166723134,High,0,41,60,44,1.5033851960449194,False,14.831901894252635
B6,S5,Electronics City,6.909834714271534,14.341385291991038,3.6171232688517265,1.920524516918665,6.029442072744488,20.57201598590211,46,7.40426724740681,Low,1.6674980635075225,3.757895597627056,3,8.793239867104148,5.502858974086274,-1.5236491302379864,Medium,0,10,60,6,4.99700805274002,False,13.382951487114088
B4,S2,Shivajinagar,29.306448402810005,37.84263664284563,2.2444926945262385,1.857426614976447,4.401557207113314,12.086575209603415,36,3.6064271804527963,High,0.9692717593907565,3.8372954111038693,3,8.11512695440895,4.196663324382999,-2.8376710560900875,Medium,1,12,60,11,1.635991083625854,False,14.493799922314032
B1,S4,Marathahalli,5.02085929486184,18.7367715935731,3.5260535688492336,0.9845155081656147,5.799096241799864,21.563086338526066,47,6.113333757864824,Low,1.1619159289351082,3.4512022885445233,0,4.730598265597393,13.517098922170346,0.663116215191045,High,1,62,60,34,3.231150261019432,False,13.053026756101744
B5,S4,Koramangala,24.84411716642655,30.14217595637209,7.634411794152293,1.8568629526274785,10.01643452291795,24.614704815884068,25,6.2871020598240985,Low,1.7700589174873393,3.0821084512366546,2,6.197971148192551,4.404555720063989,4.043328475325399,Medium,0,42,60,34,4.149597601815021,False,4.510245564028763
B7,S5,Whitefield,30.604151337042477,35.77914285816707,7.219872497272772,1.6300928556702574,10.04149009646175,29.276684128103255,87,5.762916306406349,Low,1.8473555900953313,4.1879506190359415,2,4.7844084367471,6.365786186115577,1.5622799040880668,High,1,10,60,43,2.081487530618076,False,1.4675048681220035
B5,S3,Electronics City,14.339195265340589,19.023866409427782,2.6931360328680807,1.321783605875288,4.547511228805188,1.1415082866811266,10,7.252615813963359,High,1.522221587141365,3.2919745764543715,1,5.662273577700534,9.104773139743603,-0.49971487981312634,Medium,0,46,60,37,3.956389435884723,True,2.717946215022536
B8,S3,Marathahalli,6.010159574239793,12.591762906425423,3.670965738876482,2.0229176063318732,5.445011532496938,17.67373314800548,66,6.906115369306265,High,1.0022247105725113,2.823697697277668,3,6.284173214064063,9.923463158195656,3.9180488608510213,Medium,1,54,60,18,3.0842167111568926,True,10.633594267654777
B1,S5,Shivajinagar,44.88871614618847,59.78794767521095,8.306569430859442,0.5,7.913936906938666,5.24689544570734,48,3.995695427841337,Low,0.8963797375342941,4.54794827809328,0,8.491506082021196,7.104514557299222,3.1290483075279916,Medium,0,22,60,42,3.440700194262114,False,8.990412384266477
B8,S2,Electronics City,15.667628665984623,22.02076902897138,6.947255958184419,2.001377429404513,8.941881765292445,3.246556856925145,22,4.056029616991442,Medium,1.2585378374114224,3.377637535236292,0,5.535297316268651,6.164929244063378,-4.8410660685999645,Medium,0,30,60,7,3.4342694419758115,False,8.260610442894677
B5,S4,Electronics City,7.264877894487764,20.50544637505636,2.063780883486385,5.208997743369245,7.147002676763562,17.339225200238324,18,5.417656437488355,High,1.4742207836543582,2.0578886301479873,0,6.980063641466365,8.48090292792395,1.9888608511706787,Medium,0,53,60,46,3.3997827302683956,True,5.096578183928514
B3,S1,Shivajinagar,18.630165152969,33.55776818602492,5.5159103131328395,2.765823775698505,8.243375544478793,22.97365641381812,34,7.941618923975083,Medium,1.1991771624009753,1.3385087820803614,3,7.10372060660756,4.818373868091434,3.1657561335927955,High,0,40,60,50,1.656436720342015,False,1.1432739897226052
B1,S3,Koramangala,47.90967201159375,62.44829623948526,1.2009093016671413,1.7734166424544278,3.1358488099450623,1.2934784439383389,37,3.7001189371545116,High,1.1552985069625403,3.24646463916582,2,8.368626954206455,11.331923008274577,3.7081042477561805,Low,1,17,60,35,2.403662805869832,True,10.382822810768769
B3,S3,Whitefield,26.975195946706705,38.842872077579116,5.061942896176341,1.5133782981120811,6.06428934598476,20.31680669257082,25,6.7422729534681975,Low,1.6711625351940167,1.2069819186764046,0,4.632003365469786,14.620342227087274,4.408635478946973,High,0,54,60,44,1.4989777025853903,False,11.826321382766357
B4,S5,Electronics City,39.40336238740384,47.07592791335079,5.198530544605291,2.723771415415595,8.183471275256979,8.845164890792335,54,5.8634421955541125,High,1.8529750350905991,1.7960707680599484,3,6.77083920411772,14.989998445770418,3.3909149865210537,Medium,0,63,60,32,0.9199765412142188,False,1.1720692561793926
B1,S1,Whitefield,54.180065109089774,66.76295284511663,6.388714773795782,1.6997717577156082,8.250877328566448,17.15767592760134,53,6.522266409609858,High,1.750660439786422,4.032516825987379,3,4.088980974590247,12.900135385053506,4.3846205312466875,High,0,19,60,27,3.333526933369493,True,6.57260443745734
B5,S2,Electronics City,49.53652035045564,63.71458169425466,3.8691600967461097,1.709720348967,6.246665673481488,19.333138465252354,43,9.10354633257178,Low,1.36556528210781,1.475484422392785,3,9.75070213871475,14.54630077836394,-0.5803589105323068,Medium,0,31,60,28,1.0577263741899774,False,5.717507029855618
B3,S4,Electronics City,33.6427043490791,46.27510064162426,7.887415138459865,3.504141295815969,10.933323327379671,12.24115796176873,45,4.185732914397265,Medium,1.2977172308554392,4.426287609437343,2,9.30335342524663,10.773539461674176,-3.696716354103077,High,1,51,60,31,1.5392316164933018,False,14.711887191486396
B10,S1,Marathahalli,41.39047700615786,50.74281323854127,5.57594925112497,0.7194225212785104,6.082086145988194,24.123170473577623,27,5.894512584373029,Medium,1.8990687616840438,2.1108625569622905,0,5.567724162021027,12.26508947589053,-1.2994196395383986,Low,0,44,60,4,3.7483392223990055,True,2.841989966304967
B3,S5,Marathahalli,50.69484510109519,56.97501032502169,5.247929728041358,1.4917519101615633,6.525757597062778,4.805831580578865,41,6.930880336662601,High,1.457744077978182,2.812059001520754,3,4.600190026402922,6.835140674426705,2.5179894451870855,Low,0,19,60,22,4.2869231046110166,False,6.618703203391964
B9,S5,Electronics City,28.072194818035896,33.64771818426543,7.4022151060386765,0.9750055359429948,8.41701041525995,11.928110402569377,12,7.826776022590273,Low,1.294145287049308,1.0763971193668596,0,8.108822173875136,13.215126354695403,2.0770262954968377,Medium,1,45,60,24,1.9262537988601345,True,2.120455976723113
B5,S1,Marathahalli,31.721151220729183,45.784749023960764,7.799498771667544,1.8474251896240226,9.837546288872616,29.226956913595796,43,8.119068227014413,Medium,1.8490186799527442,2.053771037587237,0,5.585463620873274,14.009505695998703,4.155919855148696,Medium,0,32,60,41,4.884091364847814,False,1.846256921793783
B2,S3,Whitefield,15.155705587148006,29.60585897823234,5.193124011996097,3.1543115624427664,8.001965173666918,22.911859096343218,32,4.9286532214285215,Low,1.3496992276108766,4.169159813323609,0,7.662471164563426,12.037392134638635,4.933861120286689,High,1,29,60,16,1.9841711398536248,True,11.597926632855177
